Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
M01138787-I1,MANHATTAN,,2024-11-12,2025-07-30,259,2025-11-12,90.0,,Permit Entire,1051198,108,40.77334,-73.94644,80,EAST END AVENUE,1,1580,23,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01138833-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-11-08,35.0,,Permit Entire,1041858,108,40.77617,-73.96332,5,EAST   78 STREET,1,1393,8,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01139057-I1,MANHATTAN,,2025-01-08,2025-07-30,202,2026-07-22,748.0,,Permit Entire,1001670,101,40.71359,-74.00424,31,CHAMBERS STREET,1,153,24,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01139072-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-09-29,60.0,,Permit Entire,1005706,103,40.72197,-73.99284,227,BOWERY,1,426,8,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01139223-I1,MANHATTAN,,2024-11-12,2025-07-30,259,2025-09-12,225.0,,Permit Entire,1007235,102,40.72244,-73.9986,66,CROSBY STREET,1,483,13,RIMKUS,1,DOB NOW,Local Law 11,Other Zoning Districts
M01139465-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-10-30,38.0,,Permit Entire,1001641,101,40.71546,-74.00719,78,READE STREET,1,150,12,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01139480-I1,MANHATTAN,,2024-11-15,2025-07-30,256,2026-03-02,25.0,,Permit Entire,1061892,109,40.82503,-73.9498,540,WEST  144 STREET,1,2075,49,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01139481-I1,MANHATTAN,,2024-11-15,2025-07-30,256,2026-03-02,25.0,,Permit Entire,1061893,109,40.82514,-73.95007,550,WEST  144 STREET,1,2075,53,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01139503-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-11-08,35.0,,Permit Entire,1077488,103,40.72222,-73.98451,181,EAST    2 STREET,1,397,22,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01139517-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-11-08,40.0,,Permit Entire,1077497,103,40.72222,-73.98451,183,EAST    2 STREET,1,397,22,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01139570-I1,MANHATTAN,,2024-11-13,2025-07-30,258,2025-11-13,25.0,,Permit Entire,1083772,104,40.76098,-73.9933,442,WEST   45 STREET,1,1054,55,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01139681-I1,MANHATTAN,,2024-11-19,2025-07-30,252,2025-10-30,83.0,,Permit Entire,1035738,105,40.76063,-73.97522,681,5 AVENUE,1,1289,72,GEIGER E&A GROUP CORP.,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01139700-I1,MANHATTAN,,2024-11-14,2025-07-30,257,2026-03-02,208.0,,Permit Entire,1089387,103,40.71748,-73.9833,208,DELANCEY STREET,1,343,68,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01139809-I1,MANHATTAN,,2024-11-13,2025-07-30,258,2025-11-13,185.0,,Permit Entire,1057452,110,40.80402,-73.95096,152,WEST  118 STREET,1,1902,56,BANGASH ASSOCIATES INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
M01139890-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-09-12,115.0,,Permit Entire,1034123,107,40.79317,-73.97514,675,WEST END AVENUE,1,1252,17,RIMKUS,0,DOB NOW,Local Law 11,Other Zoning Districts
M01140386-I1,MANHATTAN,,2025-03-12,2025-07-30,139,2026-03-12,277.0,,Permit Entire,1087955,103,40.72189,-73.98697,188,LUDLOW STREET,1,412,53,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01140387-I1,MANHATTAN,,2024-11-13,2025-07-30,258,2025-11-13,40.0,,Permit Entire,1042519,108,40.76933,-73.96428,110,EAST   70 STREET,1,1404,67,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01140414-I1,MANHATTAN,,2024-11-14,2025-07-30,257,2025-11-03,158.0,,Permit Entire,1044818,108,40.76668,-73.95874,315,EAST   69 STREET,1,1444,8,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01140703-I1,MANHATTAN,,2024-11-14,2025-07-30,257,2025-11-14,35.0,,Permit Entire,1045970,108,40.77033,-73.9526,424,EAST   77 STREET,1,1471,36,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01140724-I1,MANHATTAN,,2024-11-14,2025-07-30,257,2025-11-14,35.0,,Permit Entire,1014536,104,40.7386,-73.99826,140,WEST   15 STREET,1,790,59,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01141105-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-10-06,40.0,,Permit Entire,1024784,105,40.76117,-73.98598,242,WEST   49 STREET,1,1020,57,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01141115-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-11-18,204.0,,Permit Entire,1001013,101,40.7071,-74.00847,62,WILLIAM STREET,1,41,24,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01141416-I1,MANHATTAN,,2024-12-20,2025-07-30,221,2025-12-20,100.0,,Permit Entire,1061767,109,40.8223,-73.95016,1624,AMSTERDAM AVENUE,1,2072,7501,IKRA CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01141466-I1,MANHATTAN,,2024-11-13,2025-07-30,258,2025-09-05,35.0,,Permit Entire,1008696,102,40.72979,-74.00035,120,MACDOUGAL STREET,1,540,9,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01141505-I1,MANHATTAN,,2024-11-14,2025-07-30,257,2025-11-14,77.0,,Permit Entire,1017196,105,40.75034,-73.9817,240,MADISON AVENUE,1,867,18,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01141510-I1,MANHATTAN,,2024-11-13,2025-07-30,258,2025-11-13,31.0,,Permit Entire,1010614,102,40.73683,-73.99831,114,WEST   13 STREET,1,608,32,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01141591-I1,MANHATTAN,,2024-11-15,2025-07-30,256,2025-09-29,61.0,,Permit Entire,1002925,101,40.72379,-74.00974,460,GREENWICH STREET,1,224,29,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01141676-I1,MANHATTAN,,2024-12-04,2025-07-30,237,2025-12-04,45.0,,Permit Entire,1008791,102,40.7287,-73.99356,710,BROADWAY,1,545,7,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
M01141828-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-11-09,120.0,,Permit Entire,1024909,105,40.76674,-73.98142,1790,BROADWAY,1,1029,53,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01142076-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-11-18,264.0,,Permit Entire,1017814,105,40.73517,-73.98825,33,IRVING PLACE,1,871,68,CONAPAC SERVICES  DBA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01142130-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-09-12,286.0,,Permit Entire,1071151,107,40.79021,-73.97561,250,WEST   89 STREET,1,1236,7501,RIMKUS,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01142163-I1,MANHATTAN,,2025-01-17,2025-07-30,193,2026-01-17,35.0,,Permit Entire,1026990,104,40.76321,-73.99353,503,WEST   47 STREET,1,1076,28,SYED ENGINEERING  P.C.,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01142350-I1,MANHATTAN,,2025-01-16,2025-07-30,194,2026-01-16,454.0,,Permit Entire,1040463,106,40.75664,-73.96165,20,SUTTON PLACE SOUTH,1,1367,26,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01142472-I1,MANHATTAN,,2024-11-15,2025-07-30,256,2025-08-11,51.0,,Permit Entire,1063907,112,40.84925,-73.93503,143,WADSWORTH AVENUE,1,2162,51,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01142473-I1,MANHATTAN,,2024-12-04,2025-07-30,237,2025-12-04,308.0,,Permit Entire,1048569,108,40.77526,-73.95416,240,EAST   82 STREET,1,1527,28,PAUL PERDEK  PROF. ENG. PLLC,0,DOB NOW,Local Law 11,Commercial District/Overlay
M01142506-I1,MANHATTAN,,2024-11-15,2025-07-30,256,2025-09-12,180.0,,Permit Entire,1054627,111,40.80174,-73.93615,221,EAST  122 STREET,1,1787,60,RIMKUS,1,DOB NOW,Local Law 11,Other Zoning Districts
M01142528-I1,MANHATTAN,,2025-01-28,2025-07-30,182,2026-01-28,40.0,,Permit Entire,1004485,103,40.72317,-73.97726,272,EAST    7 STREET,1,376,28,RIGID STRUCTURAL DESIGN  LLC,0,DOB NOW,Local Law 11,Other Zoning Districts
M01142831-I1,MANHATTAN,,2024-11-26,2025-07-30,245,2025-11-03,119.0,,Permit Entire,1028507,107,40.77476,-73.97792,9,WEST   69 STREET,1,1122,26,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01142844-I1,MANHATTAN,,2024-11-15,2025-07-30,256,2025-09-29,96.0,,Permit Entire,1036443,106,40.75578,-73.97202,145,EAST   49 STREET,1,1304,26,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01143044-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-11-18,34.0,,Permit Entire,1070032,104,40.76033,-73.99455,598,10 AVENUE,1,1053,2,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01143166-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-09-15,35.0,,Permit Entire,1001330,101,40.70706,-74.00214,107,SOUTH STREET,1,97,9,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01143187-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-09-15,31.0,,Permit Entire,1015458,105,40.73931,-73.99244,14,WEST   19 STREET,1,820,54,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01143261-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-11-18,88.0,,Permit Entire,1078158,102,40.73737,-74.00333,268,WEST   12 STREET,1,615,112,RIMKUS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01143386-I1,MANHATTAN,,2024-11-21,2025-07-30,250,2025-11-21,42.0,,Permit Entire,1085403,104,40.75893,-74.00032,491,11 AVENUE,1,680,33,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01143707-I1,MANHATTAN,,2024-11-19,2025-07-30,252,2025-10-06,28.0,,Permit Entire,1030525,107,40.77981,-73.98296,250,WEST   73 STREET,1,1164,52,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01143742-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-09-17,25.0,,Permit Entire,1002290,101,40.71938,-74.00367,42,WALKER STREET,1,194,11,EMPIRE DESIGN CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01143810-I1,MANHATTAN,,2024-12-09,2025-07-30,232,2025-09-16,45.0,,Permit Entire,1059797,109,40.81939,-73.95229,1528,AMSTERDAM AVENUE,1,1988,106,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01143823-I1,MANHATTAN,,2024-12-09,2025-07-30,232,2025-09-16,45.0,,Permit Entire,1059796,109,40.8193,-73.95236,1524,AMSTERDAM AVENUE,1,1988,105,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01143829-I1,MANHATTAN,,2024-11-18,2025-07-30,253,2025-12-06,60.0,,Permit Entire,1032166,107,40.78654,-73.97303,114,WEST   86 STREET,1,1216,39,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
M01143838-I1,MANHATTAN,,2024-11-21,2025-07-30,250,2025-09-16,145.0,,Permit Entire,1061258,109,40.82367,-73.9485,476,WEST  143 STREET,1,2058,58,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01143851-I1,MANHATTAN,,2025-03-18,2025-07-30,133,2025-09-16,42.0,,Permit Entire,1061935,109,40.82587,-73.94838,513,WEST  145 STREET,1,2077,22,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01144232-I1,MANHATTAN,,2024-11-20,2025-07-30,251,2025-09-29,515.0,,Permit Entire,1010404,102,40.73149,-74.00856,95,MORTON STREET,1,603,28,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01144233-I1,MANHATTAN,,2024-11-20,2025-07-30,251,2025-11-20,66.0,,Permit Entire,1014108,104,40.74441,-73.99788,261,WEST   22 STREET,1,772,12,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01144425-I1,MANHATTAN,,2024-11-20,2025-07-30,251,2025-11-20,52.0,,Permit Entire,1040744,106,40.75807,-73.95981,25,SUTTON PLACE,1,1372,62,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01144609-I1,MANHATTAN,,2024-12-03,2025-07-30,238,2025-12-03,60.0,,Permit Entire,1054962,110,40.79987,-73.95311,120,WEST  112 STREET,1,1821,49,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01144774-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2025-09-30,235.0,,Permit Entire,1040802,108,40.76428,-73.97053,653,MADISON AVENUE,1,1375,21,G. BLINN CONSULTING  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01144836-I1,MANHATTAN,,2025-01-09,2025-07-30,201,2026-01-09,216.0,,Permit Entire,1084612,103,40.71317,-73.99532,59,HENRY STREET,1,280,15,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01145065-I1,MANHATTAN,,2024-11-20,2025-07-30,251,2025-11-20,20.0,,Permit Entire,1087747,106,40.7567,-73.9676,250,EAST   53 STREET,1,1326,7501,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01145190-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-10-08,125.0,,Permit Entire,1064270,112,40.84922,-73.9373,701,WEST  179 STREET,1,2176,54,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01145591-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-11-22,63.0,,Permit Entire,1043140,108,40.77286,-73.96134,111,EAST   75 STREET,1,1410,9,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01145668-I1,MANHATTAN,,2024-12-03,2025-07-30,238,2025-12-03,16.0,,Permit Entire,1032189,107,40.78761,-73.97416,161,WEST   86 STREET,1,1217,6,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01145754-I1,MANHATTAN,,2024-12-09,2025-07-30,232,2025-10-26,55.0,,Permit Entire,1088778,110,40.81986,-73.93947,148,WEST  143 STREET,1,2011,57,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01145817-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-11-27,150.0,,Permit Entire,1060090,110,40.81817,-73.93838,101,WEST  141 STREET,1,2010,28,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01145871-I1,MANHATTAN,,2025-01-17,2025-07-30,193,2025-09-16,27.0,,Permit Entire,1058092,110,40.81234,-73.94398,135,WEST  131 STREET,1,1916,17,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01145952-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2025-11-25,148.0,,Permit Entire,1083138,102,40.73455,-73.99522,12,WEST   12 STREET,1,575,48,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01146129-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-11-27,115.0,,Permit Entire,1077844,107,40.77422,-73.98426,160,WEST   66 STREET,1,1137,7501,CRIBSTONE ENGINEERING PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01146274-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2025-12-06,61.0,,Permit Entire,1044743,108,40.76448,-73.95878,1235,1 AVENUE,1,1441,27,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01146318-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-09-15,35.0,,Permit Entire,1008797,102,40.72943,-73.99293,732,BROADWAY,1,545,20,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01146357-I1,MANHATTAN,,2024-11-26,2025-07-30,245,2025-11-26,27.0,,Permit Entire,1046675,108,40.77775,-73.96006,44,EAST   82 STREET,1,1493,47,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01146358-I1,MANHATTAN,,2024-11-26,2025-07-30,245,2025-11-26,128.0,,Permit Entire,1007047,102,40.7219,-74.00037,451,BROOME STREET,1,474,29,BANGASH ASSOCIATES INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
M01146362-I1,MANHATTAN,,2024-12-11,2025-07-30,230,2025-12-11,33.0,,Permit Entire,1003732,103,40.71414,-73.98644,235,EAST BROADWAY,1,286,33,SYED ENGINEERING  P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01146376-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-08-01,210.0,,Permit Entire,1062676,112,40.84036,-73.93616,2201,AMSTERDAM AVENUE,1,2112,15,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01146387-I1,MANHATTAN,,2024-11-29,2025-07-30,242,2025-11-29,167.0,,Permit Entire,1046769,108,40.77896,-73.96098,8,EAST   83 STREET,1,1494,59,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
M01146422-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2026-03-02,160.0,,Permit Entire,1060875,110,40.82779,-73.93884,2855,FREDERICK DOUGLASS BOULEVARD,1,2046,63,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01146637-I1,MANHATTAN,,2024-12-16,2025-07-30,225,2025-12-16,25.0,,Permit Entire,1061842,109,40.82413,-73.95168,3472,BROADWAY,1,2073,163,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01146647-I1,MANHATTAN,,2024-12-18,2025-07-30,223,2025-12-18,150.0,,Permit Entire,1086513,106,40.73897,-73.98458,137,EAST   22 STREET,1,878,20,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01146650-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-11-22,35.0,,Permit Entire,1013730,104,40.73893,-73.99987,205,WEST   14 STREET,1,764,35,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01146668-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2025-11-25,68.0,,Permit Entire,1012337,104,40.74819,-74.00608,536,WEST   23 STREET,1,694,58,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01146673-I1,MANHATTAN,,2024-12-09,2025-07-30,232,2025-11-03,33.0,,Permit Entire,1011916,102,40.73632,-74.00644,96,BANK STREET,1,634,57,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01146685-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-10-18,71.0,,Permit Entire,1040752,108,40.76419,-73.97225,5,EAST   59 STREET,1,1374,5,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01146910-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2025-11-25,91.0,,Permit Entire,1048879,108,40.78061,-73.95166,207,EAST   89 STREET,1,1535,7,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01147230-I1,MANHATTAN,,2024-11-26,2025-07-30,245,2025-11-26,32.0,,Permit Entire,1008320,102,40.72887,-74.00101,180,BLEECKER STREET,1,526,59,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01147240-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-11-27,50.0,,Permit Entire,1018321,106,40.74353,-73.98026,155,EAST   30 STREET,1,886,41,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01147272-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-11-27,35.0,,Permit Entire,1018266,106,40.74323,-73.9806,156,EAST   30 STREET,1,885,50,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01147500-I1,MANHATTAN,,2024-11-26,2025-07-30,245,2025-10-06,35.0,,Permit Entire,1002801,101,40.72132,-74.00956,17,HUBERT STREET,1,214,10,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01147546-I1,MANHATTAN,,2024-12-13,2025-07-30,228,2025-10-06,75.0,,Permit Entire,1030849,107,40.78196,-73.9825,330,WEST END AVENUE,1,1167,64,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01147610-S1,MANHATTAN,,2025-03-04,2025-07-30,147,2026-03-04,140.0,,Permit Entire,1076135,104,40.74122,-74.001,270,WEST   17 STREET,1,766,7502,DEN MENDEZ RA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01147653-I1,MANHATTAN,,2024-12-06,2025-07-30,235,2025-11-14,33.0,,Permit Entire,1019953,106,40.74263,-73.97802,249,EAST   30 STREET,1,911,28,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01147879-I1,MANHATTAN,,2025-02-11,2025-07-30,168,2025-09-21,176.0,,Permit Entire,1011111,102,40.73854,-74.00011,200,WEST   14 STREET,1,618,32,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01147977-I1,MANHATTAN,,2025-02-12,2025-07-30,167,2025-09-21,243.0,,Permit Entire,1072227,108,40.76779,-73.95944,233,EAST   70 STREET,1,1425,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01147989-I1,MANHATTAN,,2025-03-11,2025-07-30,140,2026-01-12,274.0,,Permit Entire,1017990,106,40.73855,-73.98576,2,LEXINGTON AVENUE,1,877,18,GEIGER E&A GROUP CORP.,0,DOB NOW,Local Law 11,Other Zoning Districts
M01148034-I1,MANHATTAN,,2024-12-02,2025-07-30,239,2025-12-02,50.0,,Permit Entire,1033112,107,40.7869,-73.97599,510,AMSTERDAM AVENUE,1,1232,34,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01148068-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-11-27,310.0,,Permit Entire,1031966,107,40.78334,-73.97608,139,WEST   80 STREET,1,1211,19,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01148090-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-11-27,29.0,,Permit Entire,1031965,107,40.78337,-73.97614,141,WEST   80 STREET,1,1211,18,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01148114-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-10-18,125.0,,Permit Entire,1091827,104,40.76235,-73.99595,555,WEST   45 STREET,1,1074,2,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01148329-I1,MANHATTAN,,2024-12-05,2025-07-30,236,2025-12-05,300.0,,Permit Entire,1015739,105,40.74566,-73.98826,1186,BROADWAY,1,830,54,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
M01148471-I1,MANHATTAN,,2024-12-02,2025-07-30,239,2025-12-02,212.0,,Permit Entire,1048762,108,40.77816,-73.954,1511,3 AVENUE,1,1531,1,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01148538-I1,MANHATTAN,,2024-12-13,2025-07-30,228,2025-10-30,40.0,,Permit Entire,1063041,112,40.84244,-73.93788,562,WEST  171 STREET,1,2127,11,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01148627-I1,MANHATTAN,,2024-12-05,2025-07-30,236,2025-11-12,191.0,,Permit Entire,1031975,107,40.78289,-73.9752,101,WEST   80 STREET,1,1211,29,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01148659-I1,MANHATTAN,,2024-12-13,2025-07-30,228,2025-10-06,34.0,,Permit Entire,1004644,103,40.72284,-73.98011,67,AVENUE C,1,387,7501,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
